YF_Symbol,SC_NAME
543531.BO,TIERRA      
543532.BO,ETHOSLTD    
543533.BO,EMUDHRA     
543534.BO,AETHER      
543535.BO,WEWIN       
543539.BO,MODIS       
543540.BO,PGCRL       
543541.BO,SAILANI     
543544.BO,JAYANT      
543545.BO,VEERKRUPA   
543546.BO,HEALTHYLIFE 
543547.BO,DDEVPLASTIK 
543563.BO,MOHEALTH    
543568.BO,ICICIMOM30  
543569.BO,HDFCNIF100  
543570.BO,HDFCNEXT50  
543571.BO,ICICIINFRA  
543572.BO,DSPSILVETF  
543573.BO,SYRMA       
543574.BO,NIFTYQLITY  
543575.BO,MOMENTUM    
543576.BO,MOVALUE     
543577.BO,MOQUALITY   
543579.BO,NATURO      
543590.BO,RHETAN      
543591.BO,DREAMFOLKS  
543592.BO,HDFCSILVER  
543593.BO,DBOL        
543594.BO,DPL         
543596.BO,TMB         
543597.BO,VOEPL       
543599.BO,KSOLVES     
543600.BO,HARSHA      
543605.BO,HDFCQUAL    
543606.BO,CONTAINE    
543607.BO,HDFCGROWTH  
543608.BO,HDFCVALUE   
543614.BO,TIPSFILMS   
543615.BO,SRSOLTD     
543616.BO,TLL         
543617.BO,REETECH     
543618.BO,CARGOTRANS  
543619.BO,CNCRD       
543620.BO,INA         
543621.BO,CARGOSOL    
543622.BO,STML        
543625.BO,SECURCRED   
543626.BO,EMIL        
543627.BO,HDFCLOWVOL  
543628.BO,HDFCMOMENT  
543635.BO,PPLPHARMA   
543636.BO,DCI         
543637.BO,PACE        
543638.BO,TRACXN      
543643.BO,NARMADA     
543644.BO,INFOBEAN    
543645.BO,HPIL        
543650.BO,DCXINDIA    
543651.BO,DAPS        
543652.BO,FUSION      
543653.BO,BIKAJI      
543654.BO,MEDANTA     
543656.BO,TECHNOPACK  
543657.BO,ACI         
543663.BO,FIVESTAR    
543664.BO,KAYNES      
543665.BO,HDFCNIFIT   
543666.BO,HDFCPVTBAN  
543667.BO,INOXGREEN   
543668.BO,BBTCL       
543669.BO,RUSTOMJEE   
543670.BO,VINNY       
543671.BO,AAATECH     
543677.BO,ICICIFIN    
543686.BO,SIRCA       
543687.BO,DHARMAJ     
543688.BO,SARVESHWAR  
543689.BO,UNIPARTS    
543699.BO,EBBETF0433  
543700.BO,ICICI10GS   
543709.BO,GARGI       
543710.BO,ICICICOMMO  
543711.BO,SULA        
543712.BO,AHL         
543713.BO,DRONACHRYA  
543714.BO,LANDMARK    
543715.BO,IEL         
543720.BO,KFINTECH    
543725.BO,ELIN        
543732.BO,RADIANTCMS  
543737.BO,AVEER       
543738.BO,DSPBANKETF  
543743.BO,SAH         
543745.BO,SVS         
543747.BO,KAMOPAINTS  
543748.BO,AARTIPHARM  
543754.BO,TRANSVOY    
543765.BO,EARTH       
543766.BO,ASHIKA      
543767.BO,BTML        
543768.BO,NSLNISP     
543769.BO,INDONG      
543774.BO,HDFCBSE500  
543775.BO,HDFCSML250  
543776.BO,HDFCMID150  
543781.BO,MAGOLDETF   
543782.BO,SEALMATIC   
543787.BO,ROBU        
543798.BO,PATRON      
543799.BO,SVJ         
543805.BO,RESGEN      
543806.BO,ITCONS      
543811.BO,AIRAN       
543812.BO,DIVGIITTS   
543814.BO,PCL         
543819.BO,PSUBANKICI  
543828.BO,SUDARSHAN   
543829.BO,GSLSU       
543830.BO,LABELKRAFT  
543831.BO,BRIGHT      
543848.BO,DEVLAB      
543853.BO,AXISPEGP    
543858.BO,MANV30F     
543860.BO,JAFINANCE   
543861.BO,USK         
543874.BO,MAIDEN      
543895.BO,EXHICON     
543896.BO,AVALON      
543898.BO,BLAL        
543900.BO,SILVERETF   
543901.BO,RHL         
543902.BO,RETINA      
543903.BO,DSPGOLDETF  
543904.BO,MANKIND     
543905.BO,INNOKAIZ    
543910.BO,AVG         
543911.BO,ATALREAL    
543912.BO,PIGL        
543913.BO,NXST        
543915.BO,PAVNAIND    
543916.BO,HSIL        
543917.BO,SIGMA       
543918.BO,GHCLTEXTIL  
543919.BO,MKPL        
543920.BO,CFF         
543921.BO,COMRADE     
543922.BO,MASILVER    
543923.BO,IKIO        
543924.BO,SONALIS     
543926.BO,BIZOTIC     
543928.BO,COSMICCRF   
543929.BO,HMAAGRO     
543930.BO,URAVI       
543931.BO,VEEFIN      
543932.BO,IDEAFORGE   
543933.BO,CYIENTDLM   
555555.BO,ICICISENSX  
570001.BO,TATAMTRTDVR 
570002.BO,FELDVR      
570004.BO,JISLBNDVR   
570005.BO,SCAPDVR     
590003.BO,KARUR VY(PS 
590005.BO,TIDE WATE(PS
590006.BO,AMRUTANJAN  
590013.BO,XPRO INDI(PS
590018.BO,HISARMET(PS 
590021.BO,BHARAT RA(PS
590022.BO,EASTER SI(PS
590024.BO,FERT CHE(PS 
590025.BO,GINNI FIL(PS
590030.BO,SOUTH PET(PS
590031.BO,DE NORA     
590041.BO,KAVERI TELE 
590051.BO,SAKSOFT LTD 
590056.BO,SALONA COTSP
590057.BO,EQUIPPP     
590062.BO,ANDHRA SUGAR
590065.BO,INDIA MOTOR 
590066.BO,KCP LTD     
590070.BO,RADAAN MEDIA
590071.BO,SUNDARAM FIN
590072.BO,SUNDARAM BRK
590073.BO,WHEELS INDIA
590075.BO,LAMBODHARA T
590078.BO,MAITHAN ALL 
590082.BO,LOHIA SECURI
590086.BO,ORISSA MINE 
590095.BO,GOLDBEES    
590096.BO,LIQUIDBEES  
590097.BO,KOTAKGOLDETF
590098.BO,SBI GOLD ETS
590099.BO,QUANTUM GOLD
590101.BO,UTI GOLD ETF
590103.BO,NIFTYBEES   
590104.BO,JUNIORBEES  
590106.BO,BANKBEES    
590107.BO,KOTAK PSU BK
590108.BO,PSUBNKBEES  
590109.BO,SHARIABEES  
590110.BO,QNIFTY      
590113.BO,HNGSNGBEES  
590115.BO,MOM50       
590126.BO,GRADIENTE   
590134.BO,MADRASFERT  
590136.BO,KOTAKBKETF  
590137.BO,SETFNIFBK   
590138.BO,SETFNIF50   
717504.BO,MBLNCRPS    
717505.BO,SCLNCRPS    
750797.BO,SPPL-RE     
800251.BO,SGB20151    
800252.BO,SGB2016I    
800254.BO,SGBAUG24    
800258.BO,SGB2016IIA  
800259.BO,SGB2016IIIA 
800269.BO,SGBJULY25   
800273.BO,SGBOCT25B   
800276.BO,SGBNOV25B   
800278.BO,SGBDEC25    
800281.BO,SGBDEC25C   
800282.BO,SGBJAN26    
800287.BO,SGBMAY26    
800302.BO,SGBOCT27    
800318.BO,SGBAPR28    
800324.BO,SGBJULY28   
800325.BO,SGBAUG28    
800326.BO,68GOI2060   
800327.BO,SGBSEP28    
800328.BO,SGBOCT28    
800329.BO,SGBNOV28    
800331.BO,SGBJAN29    
800332.BO,SGBJAN29A   
800333.BO,SGBFEB29    
800339.BO,SGBMAR29    
800340.BO,SGBMAY29    
800367.BO,SGBJULY29   
800385.BO,SGBAUG29    
800386.BO,SGBSEP29    
800434.BO,SGBNOV29    
800437.BO,SGBDEC29    
800438.BO,SGBJAN30    
800441.BO,754GOI2036  
800443.BO,SGBJUNE30   
800444.BO,71GOI2029   
800488.BO,SGBAUG30    
800573.BO,SGBDEC30    
800575.BO,SGBMAR31    
890157.BO,AIRTELPP    
890168.BO,AURUMPP     
890179.BO,ADCONPP     
890180.BO,AARTIPP     
935383.BO,849NTPC25   
935506.BO,736PFC25    
935540.BO,714REC25    
935572.BO,732IRFC25   
935584.BO,76NHAI31    
935618.BO,774IREDA31  
935666.BO,769NHAI31   
935674.BO,769HUDCO31  
935688.BO,729NABARD26 
935690.BO,764NABARD31 
935752.BO,9MMFSL26    
935760.BO,MMFSL26A    
935788.BO,10EHFL26    
935858.BO,885IBHFL26A 
935860.BO,9IBHFL26B   
935868.BO,915IBHFL26B 
936040.BO,785MMFSL24  
936224.BO,975JMFCSL28 
936236.BO,94STFCL28   
936246.BO,925EFL23    
936248.BO,0EFL23      
936252.BO,943EFL28    
936278.BO,884ICCL28   
936282.BO,92ICCL28    
936290.BO,890TCFSL23  
936294.BO,910TCFSL28  
936316.BO,925AHFL23   
936318.BO,965AHFL23   
936336.BO,STFCL21118A 
936366.BO,1040MFL23   
936374.BO,MFL29NOV18D 
936380.BO,101JMFCSL23 
936384.BO,1025JFCSL28 
936392.BO,995EFL24    
936398.BO,1015EFL29   
936408.BO,915MMFSL24  
936412.BO,93MMFSL27   
936430.BO,105SEFL24   
936452.BO,912STFCL24  
936520.BO,925LTFL24   
936524.BO,889LTFL24   
936532.BO,898LTFL29   
936604.BO,935SFL24    
936716.BO,995EFL24A   
936718.BO,104EFL24    
936720.BO,0EFL24      
936736.BO,10MFL24A    
936782.BO,922STF24    
936840.BO,1004DLSL24  
936854.BO,0JMFPL26    
936969.BO,995ECL24    
936971.BO,104ECL24    
936977.BO,104ECL29    
937009.BO,86LTFL24    
937023.BO,975MFL24BB  
937035.BO,0MFL24BB    
937069.BO,9STFCL25    
937075.BO,0STFCL25    
937087.BO,1025NWFL25  
937115.BO,0MFL25B     
937197.BO,10KFL23A    
937241.BO,0KLM26      
937311.BO,MFLOII25    
937313.BO,MFLOIII24   
937315.BO,MFLOIV25    
937317.BO,MFLOV24     
937335.BO,935EFSL24   
937337.BO,0EFSL24     
937339.BO,939EFSL26   
937341.BO,98EFSL26    
937345.BO,953EFSL31   
937357.BO,MFLV24      
937385.BO,715PFCL36   
937395.BO,0KFL25C     
937449.BO,0MFL26VIII  
937451.BO,0MFL27IX    
937455.BO,96IFL28     
937495.BO,916EFSL26   
937503.BO,970EFSL31   
937515.BO,1025MMFL26A 
937517.BO,0MMFL28A    
937521.BO,675IGT24    
937533.BO,769IGT28    
937537.BO,82IGT31     
937549.BO,950MFCL27D  
937561.BO,BILNCD2021  
937573.BO,85PCHFL24   
937577.BO,875PCHFL26  
937625.BO,875EFSL24   
937627.BO,91EFSL24    
937629.BO,EFSL10SEP21 
937631.BO,915EFSL26   
937633.BO,955EFSL26A  
937637.BO,93EFSL31    
937651.BO,10MMFL27    
937675.BO,866IHFL24   
937697.BO,10KSFL25    
937713.BO,825IIFL23   
937715.BO,0IIFL23     
937773.BO,910MFL26    
937779.BO,MFL291021   
937789.BO,875EFSL23   
937793.BO,875EFSL24A  
937795.BO,91EFSL24A   
937797.BO,EFSL281221A 
937807.BO,97EFSL31A   
937831.BO,843IHFL29   
937853.BO,IHFL60122   
937883.BO,825MFL25    
937895.BO,ZCMFL27     
937921.BO,11KAFL27    
937929.BO,875KFL25    
937939.BO,10KFIL27    
937991.BO,EHFL29422   
937993.BO,870EHFL25   
937997.BO,EHFL290422  
937999.BO,915EHFL27   
938009.BO,MFLI25A     
938013.BO,MFLIII25C   
938041.BO,DLSL17522A  
938047.BO,850MMFL24   
938061.BO,940NFL24    
938067.BO,MFLII27     
938073.BO,MFLV29      
938095.BO,875NWIL24   
938105.BO,916NWIL27   
938107.BO,955NWIL27   
938111.BO,953NWIL32   
938131.BO,8MFL24A     
938135.BO,835MFL26    
938137.BO,MFL060922   
938145.BO,1015UCL24A  
938149.BO,1050UCL25   
938168.BO,IHFL280922B 
938206.BO,89EFSL25    
938212.BO,935EFSL27   
938218.BO,965EFSL32   
938222.BO,79NHIT35    
938224.BO,79NHIT40    
938226.BO,79NHIT47    
938246.BO,MFLTDI25    
938260.BO,MFLTDIII24  
938268.BO,MFLTDVII27  
938270.BO,945CAGL24   
938274.BO,960CAGL25   
938278.BO,10CAGL27    
938286.BO,725MFL24    
938288.BO,760MFL25    
938304.BO,IHFL281222  
938330.BO,115CCIL28   
938356.BO,ZCEFSL25    
938360.BO,960EFSL26   
938362.BO,ZCEFSL26    
938388.BO,945IFSL25   
938412.BO,810MFL25    
938438.BO,775MFL25    
938472.BO,925IBHFL25  
938518.BO,920EFSL2026 
938530.BO,10EFSL2033  
938554.BO,775MFL2025  
938564.BO,84MFL25     
938574.BO,MFL020523   
938580.BO,825CIFCL25  
938618.BO,1150IML28   
957208.BO,975UPPCL26  
959974.BO,774SBIPER   
961713.BO,PFCBS3      
961717.BO,PFCBT1S3    
961728.BO,830NHAI27   
961732.BO,810IRFC2327 
961744.BO,812REC27    
961765.BO,751HUDCO28  
961779.BO,871REC28    
961782.BO,851HUDCO28  
961785.BO,876HUDCO28  
961798.BO,875IIFCL33  
961803.BO,879PFC28    
961804.BO,892PFC33    
961810.BO,891NTPC33   
961814.BO,876HUDCO24  
961824.BO,852NHAI24   
961827.BO,823IRFC24   
961829.BO,848IRFC24   
961839.BO,880IREDA29  
961851.BO,900KPL29    
961853.BO,900KPL34    
961895.BO,880IIFCL29  
961912.BO,HDFCW3      
961917.BO,SHAREINWARR 
972655.BO,IFCI010811B 
972657.BO,IFCI010811D 
972715.BO,IFCI150212C 
972719.BO,IFCI310312A 
972720.BO,IFCI310312B 
972771.BO,990IFCI27B  
973491.BO,675PCHFL31  
973877.BO,97UPPCL25   
973878.BO,970UPPC30   
973880.BO,97UPPCL27   
973883.BO,970UPCL32   
974281.BO,995UPPCL25  
974282.BO,995UPPCL26  
974283.BO,995UPPCL27  
974558.BO,105AFPL24   
974561.BO,11MML26     
974634.BO,0EEL27      
974720.BO,1075MSFSL28 
974749.BO,1055MECL33  
974881.BO,11MML26A    
974958.BO,849KIIFB31  
182D10082.NS,182D100823
182D12102.NS,182D121023
182D14122.NS,182D141223
182D17082.NS,182D170823
182D22092.NS,182D220923
182D24082.NS,182D240823
20MICRONS.NS,20MICRONS
21STCENMG.NS,21STCENMGM
360ONE.NS,360ONE
364D03082.NS,364D030823
364D06062.NS,364D060624
364D11042.NS,364D110424
364D14032.NS,364D140324
364D22032.NS,364D220324
364D31082.NS,364D310823
3IINFOLTD.NS,3IINFOLTD
3MINDIA.NS,3MINDIA
3PLAND.NS,3PLAND
4THDIM.NS,4THDIM
5PAISA.NS,5PAISA
610GS2031.NS,610GS2031
63MOONS.NS,63MOONS
654GS2032.NS,654GS2032
664GS2035.NS,664GS2035
667GS2035.NS,667GS2035
667GS2050.NS,667GS2050
669GS2024.NS,669GS2024
676GS2061.NS,676GS2061
68GS2060.NS,68GS2060
699GS2051.NS,699GS2051
706GS2028.NS,706GS2028
710GS2029.NS,710GS2029
717GS2030.NS,717GS2030
725GS2063.NS,725GS2063
726GS2029.NS,726GS2029
726GS2032.NS,726GS2032
726GS2033.NS,726GS2033
727GS2026.NS,727GS2026
732GS2024.NS,732GS2024
738GS2027.NS,738GS2027
739ML26.NS,739ML26
73GS2053.NS,73GS2053
741GS2036.NS,741GS2036
74GS2062.NS,74GS2062
754GS2036.NS,754GS2036
757GS2033.NS,757GS2033
768GS2023.NS,768GS2023
795GS2032.NS,795GS2032
828GS2032.NS,828GS2032
897GS2030.NS,897GS2030
915GS2024.NS,915GS2024
91D030823.NS,91D030823
91D051023.NS,91D051023
91D070923.NS,91D070923
91D130723.NS,91D130723
91D140923.NS,91D140923
91D170823.NS,91D170823
91D200723.NS,91D200723
91D210923.NS,91D210923
91D310823.NS,91D310823
A2ZINFRA.NS,A2ZINFRA
AAATECH.NS,AAATECH
AAKASH.NS,AAKASH
AAREYDRUG.NS,AAREYDRUGS
AARON.NS,AARON
AARTECH.NS,AARTECH
AARTIDRUG.NS,AARTIDRUGS
AARTIIND.NS,AARTIIND
AARTIPHAR.NS,AARTIPHARM
AARTIPP.NS,AARTIPP
AARTISURF.NS,AARTISURF
AARVEEDEN.NS,AARVEEDEN
AARVI.NS,AARVI
AATMAJ.NS,AATMAJ
AAVAS.NS,AAVAS
ABAN.NS,ABAN
ABB.NS,ABB
ABBOTINDI.NS,ABBOTINDIA
ABCAPITAL.NS,ABCAPITAL
ABFRL.NS,ABFRL
ABMINTLLT.NS,ABMINTLLTD
ABSLAMC.NS,ABSLAMC
ABSLBANET.NS,ABSLBANETF
ABSLLIQUI.NS,ABSLLIQUID
ABSLNN50E.NS,ABSLNN50ET
ACC.NS,ACC
ACCELYA.NS,ACCELYA
ACCURACY.NS,ACCURACY
ACE.NS,ACE
ACEINTEG.NS,ACEINTEG
ACI.NS,ACI
ACL.NS,ACL
ADANIENT.NS,ADANIENT
ADANIGREE.NS,ADANIGREEN
ADANIPORT.NS,ADANIPORTS
ADANIPOWE.NS,ADANIPOWER
ADANITRAN.NS,ADANITRANS
ADFFOODS.NS,ADFFOODS
ADL.NS,ADL
ADORWELD.NS,ADORWELD
ADROITINF.NS,ADROITINFO
ADSL.NS,ADSL
ADVANIHOT.NS,ADVANIHOTR
ADVENZYME.NS,ADVENZYMES
AEGISCHEM.NS,AEGISCHEM
AETHER.NS,AETHER
AFFLE.NS,AFFLE
AGARIND.NS,AGARIND
AGARWALFT.NS,AGARWALFT
AGI.NS,AGI
AGNI.NS,AGNI
AGRITECH.NS,AGRITECH
AGROPHOS.NS,AGROPHOS
AGSTRA.NS,AGSTRA
AHL.NS,AHL
AHLADA.NS,AHLADA
AHLEAST.NS,AHLEAST
AHLUCONT.NS,AHLUCONT
AIAENG.NS,AIAENG
AILIMITED.NS,AILIMITED
AIRAN.NS,AIRAN
AIROLAM.NS,AIROLAM
AIRTELPP.NS,AIRTELPP
AISL.NS,AISL
AJANTPHAR.NS,AJANTPHARM
AJMERA.NS,AJMERA
AJOONI.NS,AJOONI
AJRINFRA.NS,AJRINFRA
AKASH.NS,AKASH
AKG.NS,AKG
AKI.NS,AKI
AKSHAR.NS,AKSHAR
AKSHARCHE.NS,AKSHARCHEM
AKSHOPTFB.NS,AKSHOPTFBR
AKZOINDIA.NS,AKZOINDIA
ALANKIT.NS,ALANKIT
ALBERTDAV.NS,ALBERTDAVD
ALEMBICLT.NS,ALEMBICLTD
ALICON.NS,ALICON
ALKALI.NS,ALKALI
ALKEM.NS,ALKEM
ALKYLAMIN.NS,ALKYLAMINE
ALLCARGO.NS,ALLCARGO
ALLETEC.NS,ALLETEC
ALLSEC.NS,ALLSEC
ALMONDZ.NS,ALMONDZ
ALOKINDS.NS,ALOKINDS
ALPA.NS,ALPA
ALPHAGEO.NS,ALPHAGEO
ALPSINDUS.NS,ALPSINDUS
AMARAJABA.NS,AMARAJABAT
AMBER.NS,AMBER
AMBICAAGA.NS,AMBICAAGAR
AMBIKCO.NS,AMBIKCO
AMBUJACEM.NS,AMBUJACEM
AMDIND.NS,AMDIND
AMEYA.NS,AMEYA
AMIABLE.NS,AMIABLE
AMIORG.NS,AMIORG
AMJLAND.NS,AMJLAND
AMRUTANJA.NS,AMRUTANJAN
ANANDRATH.NS,ANANDRATHI
ANANTRAJ.NS,ANANTRAJ
ANDHRAPAP.NS,ANDHRAPAP
ANDHRSUGA.NS,ANDHRSUGAR
ANDREWYU.NS,ANDREWYU
ANGELONE.NS,ANGELONE
ANIKINDS.NS,ANIKINDS
ANKITMETA.NS,ANKITMETAL
ANLON.NS,ANLON
ANMOL.NS,ANMOL
ANNAPURNA.NS,ANNAPURNA
ANSALAPI.NS,ANSALAPI
ANTGRAPHI.NS,ANTGRAPHIC
ANUP.NS,ANUP
ANURAS.NS,ANURAS
APARINDS.NS,APARINDS
APCL.NS,APCL
APCOTEXIN.NS,APCOTEXIND
APEX.NS,APEX
APLAPOLLO.NS,APLAPOLLO
APLLTD.NS,APLLTD
APOLLO.NS,APOLLO
APOLLOHOS.NS,APOLLOHOSP
APOLLOPIP.NS,APOLLOPIPE
APOLLOTYR.NS,APOLLOTYRE
APOLSINHO.NS,APOLSINHOT
APTECHT.NS,APTECHT
APTUS.NS,APTUS
ARCHIDPLY.NS,ARCHIDPLY
ARCHIES.NS,ARCHIES
ARENTERP.NS,ARENTERP
ARHAM.NS,ARHAM
ARIES.NS,ARIES
ARIHANTAC.NS,ARIHANTACA
ARIHANTCA.NS,ARIHANTCAP
ARIHANTSU.NS,ARIHANTSUP
ARISTO.NS,ARISTO
ARMANFIN.NS,ARMANFIN
AROGRANIT.NS,AROGRANITE
ARROWGREE.NS,ARROWGREEN
ARSHIYA.NS,ARSHIYA
ARSSINFRA.NS,ARSSINFRA
ARTEMISME.NS,ARTEMISMED
ARTNIRMAN.NS,ARTNIRMAN
ARVEE.NS,ARVEE
ARVIND.NS,ARVIND
ARVINDFAS.NS,ARVINDFASN
ARVSMART.NS,ARVSMART
ASAHIINDI.NS,ASAHIINDIA
ASAHISONG.NS,ASAHISONG
ASAL.NS,ASAL
ASALCBR.NS,ASALCBR
ASHAPURMI.NS,ASHAPURMIN
ASHIANA.NS,ASHIANA
ASHIMASYN.NS,ASHIMASYN
ASHOKA.NS,ASHOKA
ASHOKAMET.NS,ASHOKAMET
ASHOKLEY.NS,ASHOKLEY
ASIANENE.NS,ASIANENE
ASIANHOTN.NS,ASIANHOTNR
ASIANPAIN.NS,ASIANPAINT
ASIANTILE.NS,ASIANTILES
ASPINWALL.NS,ASPINWALL
ASTEC.NS,ASTEC
ASTERDM.NS,ASTERDM
ASTRAL.NS,ASTRAL
ASTRAMICR.NS,ASTRAMICRO
ASTRAZEN.NS,ASTRAZEN
ASTRON.NS,ASTRON
ATALREAL.NS,ATALREAL
ATAM.NS,ATAM
ATFL.NS,ATFL
ATGL.NS,ATGL
ATLANTA.NS,ATLANTA
ATUL.NS,ATUL
ATULAUTO.NS,ATULAUTO
AUBANK.NS,AUBANK
AURDIS.NS,AURDIS
AURIONPRO.NS,AURIONPRO
AUROIMPEX.NS,AUROIMPEX
AUROPHARM.NS,AUROPHARMA
AURUM.NS,AURUM
AURUMPP.NS,AURUMPP
AUSOMENT.NS,AUSOMENT
AUTOAXLES.NS,AUTOAXLES
AUTOBEES.NS,AUTOBEES
AUTOIND.NS,AUTOIND
AVADHSUGA.NS,AVADHSUGAR
AVALON.NS,AVALON
AVANTIFEE.NS,AVANTIFEED
AVG.NS,AVG
AVONMORE.NS,AVONMORE
AVROIND.NS,AVROIND
AVTNPL.NS,AVTNPL
AWHCL.NS,AWHCL
AWL.NS,AWL
AXISBANK.NS,AXISBANK
AXISBNKET.NS,AXISBNKETF
AXISBPSET.NS,AXISBPSETF
AXISCADES.NS,AXISCADES
AXISCETF.NS,AXISCETF
AXISGOLD.NS,AXISGOLD
AXISHCETF.NS,AXISHCETF
AXISILVER.NS,AXISILVER
AXISNIFTY.NS,AXISNIFTY
AXISTECET.NS,AXISTECETF
AXITA.NS,AXITA
AXSENSEX.NS,AXSENSEX
AYMSYNTEX.NS,AYMSYNTEX
BAFNAPH.NS,BAFNAPH
BAGFILMS.NS,BAGFILMS
BAHETI.NS,BAHETI
BAIDFIN.NS,BAIDFIN
BAJAJ-AUT.NS,BAJAJ-AUTO
BAJAJCON.NS,BAJAJCON
BAJAJELEC.NS,BAJAJELEC
BAJAJFINS.NS,BAJAJFINSV
BAJAJHCAR.NS,BAJAJHCARE
BAJAJHIND.NS,BAJAJHIND
BAJAJHLDN.NS,BAJAJHLDNG
BAJFINANC.NS,BAJFINANCE
BALAJITEL.NS,BALAJITELE
BALAMINES.NS,BALAMINES
BALAXI.NS,BALAXI
BALKRISHN.NS,BALKRISHNA
BALKRISIN.NS,BALKRISIND
BALMLAWRI.NS,BALMLAWRIE
BALPHARMA.NS,BALPHARMA
BALRAMCHI.NS,BALRAMCHIN
BANARBEAD.NS,BANARBEADS
BANARISUG.NS,BANARISUG
BANCOINDI.NS,BANCOINDIA
BANDHANBN.NS,BANDHANBNK
BANG.NS,BANG
BANKA.NS,BANKA
BANKBAROD.NS,BANKBARODA
BANKBEES.NS,BANKBEES
BANKINDIA.NS,BANKINDIA
BANSWRAS.NS,BANSWRAS
BARBEQUE.NS,BARBEQUE
BASF.NS,BASF
BASML.NS,BASML
BATAINDIA.NS,BATAINDIA
BAYERCROP.NS,BAYERCROP
BBETF0432.NS,BBETF0432
BBL.NS,BBL
BBOX.NS,BBOX
BBTC.NS,BBTC
BBTCL.NS,BBTCL
BCG.NS,BCG
BCLIND.NS,BCLIND
BCONCEPTS.NS,BCONCEPTS
BDL.NS,BDL
BEARDSELL.NS,BEARDSELL
BECTORFOO.NS,BECTORFOOD
BEDMUTHA.NS,BEDMUTHA
BEL.NS,BEL
BEML.NS,BEML
BEPL.NS,BEPL
BERGEPAIN.NS,BERGEPAINT
BESTAGRO.NS,BESTAGRO
BETA.NS,BETA
BEWLTD.NS,BEWLTD
BFINVEST.NS,BFINVEST
BFUTILITI.NS,BFUTILITIE
BGLOBAL.NS,BGLOBAL
BGRENERGY.NS,BGRENERGY
BHAGCHEM.NS,BHAGCHEM
BHAGERIA.NS,BHAGERIA
BHAGYANGR.NS,BHAGYANGR
BHANDARI.NS,BHANDARI
BHARATFOR.NS,BHARATFORG
BHARATGEA.NS,BHARATGEAR
BHARATRAS.NS,BHARATRAS
BHARATWIR.NS,BHARATWIRE
BHARTIART.NS,BHARTIARTL
BHEL.NS,BHEL
BIGBLOC.NS,BIGBLOC
BIKAJI.NS,BIKAJI
BIL.NS,BIL
BINANIIND.NS,BINANIIND
BIOCON.NS,BIOCON
BIOFILCHE.NS,BIOFILCHEM
BIRET.NS,BIRET
BIRLACABL.NS,BIRLACABLE
BIRLACORP.NS,BIRLACORPN
BIRLAMONE.NS,BIRLAMONEY
BIRLATYRE.NS,BIRLATYRE
BKMINDST.NS,BKMINDST
BLAL.NS,BLAL
BLBLIMITE.NS,BLBLIMITED
BLISSGVS.NS,BLISSGVS
BLKASHYAP.NS,BLKASHYAP
BLS.NS,BLS
BLUECHIP.NS,BLUECHIP
BLUEDART.NS,BLUEDART
BLUESTARC.NS,BLUESTARCO
BMETRICS.NS,BMETRICS
BODALCHEM.NS,BODALCHEM
BOHRAIND.NS,BOHRAIND
BOMDYEING.NS,BOMDYEING
BOROLTD.NS,BOROLTD
BORORENEW.NS,BORORENEW
BOSCHLTD.NS,BOSCHLTD
BPCL.NS,BPCL
BPL.NS,BPL
BRIGADE.NS,BRIGADE
BRIGHT.NS,BRIGHT
BRITANNIA.NS,BRITANNIA
BRITANNIA.NS,BRITANNIA
BRNL.NS,BRNL
BROOKS.NS,BROOKS
BSE.NS,BSE
BSHSL.NS,BSHSL
BSL.NS,BSL
BSLGOLDET.NS,BSLGOLDETF
BSLNIFTY.NS,BSLNIFTY
BSLSENETF.NS,BSLSENETFG
BSOFT.NS,BSOFT
BTML.NS,BTML
BURNPUR.NS,BURNPUR
BUTTERFLY.NS,BUTTERFLY
BVCL.NS,BVCL
BYKE.NS,BYKE
CADSYS.NS,CADSYS
CALSOFT.NS,CALSOFT
CAMLINFIN.NS,CAMLINFINE
CAMPUS.NS,CAMPUS
CAMS.NS,CAMS
CANBK.NS,CANBK
CANFINHOM.NS,CANFINHOME
CANTABIL.NS,CANTABIL
CAPACITE.NS,CAPACITE
CAPLIPOIN.NS,CAPLIPOINT
CAPTRUST.NS,CAPTRUST
CARBORUNI.NS,CARBORUNIV
CAREERP.NS,CAREERP
CARERATIN.NS,CARERATING
CARTRADE.NS,CARTRADE
CARYSIL.NS,CARYSIL
CASTROLIN.NS,CASTROLIND
CCHHL.NS,CCHHL
CCL.NS,CCL
CDSL.NS,CDSL
CEATLTD.NS,CEATLTD
CELEBRITY.NS,CELEBRITY
CELLPOINT.NS,CELLPOINT
CENTENKA.NS,CENTENKA
CENTEXT.NS,CENTEXT
CENTRALBK.NS,CENTRALBK
CENTRUM.NS,CENTRUM
CENTUM.NS,CENTUM
CENTURYPL.NS,CENTURYPLY
CENTURYTE.NS,CENTURYTEX
CERA.NS,CERA
CEREBRAIN.NS,CEREBRAINT
CESC.NS,CESC
CGCL.NS,CGCL
CGPOWER.NS,CGPOWER
CHALET.NS,CHALET
CHAMBLFER.NS,CHAMBLFERT
CHEMBOND.NS,CHEMBOND
CHEMCON.NS,CHEMCON
CHEMFAB.NS,CHEMFAB
CHEMPLAST.NS,CHEMPLASTS
CHENNPETR.NS,CHENNPETRO
CHEVIOT.NS,CHEVIOT
CHOICEIN.NS,CHOICEIN
CHOLAFIN.NS,CHOLAFIN
